Date,Open,High,Low,Close,Adj Close,Volume
2015-07-07,206.960007,208.169998,204.110001,208.020004,189.156601,173820200
2015-07-08,206.419998,206.759995,204.250000,204.529999,185.983032,164020100
2015-07-09,207.039993,207.350006,204.770004,204.899994,186.319504,144113100
2015-07-10,207.289993,207.979996,204.949997,207.479996,188.665527,129456900
2015-07-13,208.990005,209.899994,208.940002,209.770004,190.747879,106069400
2015-07-14,209.720001,211.050003,209.649994,210.679993,191.575378,81709600
2015-07-15,210.729996,211.279999,210.039993,210.610001,191.511719,97914100
2015-07-16,211.869995,212.300003,211.580002,212.300003,193.048462,106683300
2015-07-17,212.289993,212.550003,211.800003,212.479996,193.212158,89030000
2015-07-20,212.750000,213.179993,212.210007,212.589996,193.312149,70446800
2015-07-21,212.429993,212.740005,211.389999,211.750000,192.548340,77965000
2015-07-22,210.929993,211.770004,210.889999,211.369995,192.202774,88667900
2015-07-23,211.529999,211.649994,209.750000,210.179993,191.120697,90509100
2015-07-24,210.300003,210.369995,207.600006,208.000000,189.138428,117755000
2015-07-27,206.940002,207.550003,206.259995,206.789993,188.038071,132361100
2015-07-28,207.789993,209.500000,206.800003,209.330002,190.347794,123544800
2015-07-29,209.479996,211.039993,209.309998,210.770004,191.657181,105791300
2015-07-30,210.160004,211.020004,209.419998,210.820007,191.702698,91304400
2015-07-31,211.419998,211.449997,210.160004,210.500000,191.411682,103266900
2015-08-03,210.460007,210.529999,208.649994,209.789993,190.766052,113965700
2015-08-04,209.699997,210.250000,208.800003,209.380005,190.393295,81820800
2015-08-05,210.449997,211.309998,209.729996,210.070007,191.020676,85786800
2015-08-06,210.289993,210.419998,207.649994,208.350006,189.456665,116030800
2015-08-07,208.160004,208.339996,206.869995,207.949997,189.092896,117858000
2015-08-10,209.279999,210.669998,209.279999,210.570007,191.475342,80270700
2015-08-11,208.970001,209.470001,207.759995,208.669998,189.747665,126081400
2015-08-12,207.110001,209.139999,205.360001,208.919998,189.974945,172123700
2015-08-13,208.729996,209.550003,208.009995,208.660004,189.738525,89383300
2015-08-14,208.429993,209.509995,208.259995,209.419998,190.429626,72786500
2015-08-17,208.710007,210.589996,208.160004,210.589996,191.493515,79072600
2015-08-18,210.259995,210.679993,209.699997,209.979996,190.938843,71692700
2015-08-19,209.089996,210.009995,207.350006,208.320007,189.429367,172946000
2015-08-20,206.509995,208.289993,203.899994,203.970001,185.473862,194327900
2015-08-21,201.729996,203.940002,197.520004,197.830002,179.890579,346588500
2015-08-24,187.490005,197.479996,182.399994,189.500000,172.315964,507244300
2015-08-25,195.429993,195.449997,186.919998,187.270004,170.288239,369833100
2015-08-26,192.080002,194.789993,188.369995,194.460007,176.826218,339257000
2015-08-27,197.020004,199.419998,195.210007,199.270004,181.200058,274143900
2015-08-28,198.500000,199.839996,197.919998,199.279999,181.209137,160414400
2015-08-31,198.110001,199.130005,197.009995,197.669998,179.745117,163298800
2015-09-01,193.119995,194.770004,190.729996,191.770004,174.380127,256000400
2015-09-02,194.619995,195.460007,192.419998,195.410004,177.690079,160269300
2015-09-03,196.259995,198.050003,194.960007,195.550003,177.817368,152087800
2015-09-04,192.850006,193.860001,191.610001,192.589996,175.125793,207081000
2015-09-08,195.940002,197.610001,195.169998,197.429993,179.526886,116025700
2015-09-09,199.320007,199.470001,194.350006,194.789993,177.126312,149347700
2015-09-10,194.559998,197.220001,194.250000,195.850006,178.090149,158611100
2015-09-11,195.380005,196.820007,194.529999,196.740005,178.899475,119691200
2015-09-14,196.949997,197.009995,195.429993,196.009995,178.235657,79452000
2015-09-15,196.610001,198.990005,195.960007,198.460007,180.463486,113806200
2015-09-16,198.820007,200.410004,198.410004,200.179993,182.027481,99581600
2015-09-17,200.020004,202.889999,199.279999,199.729996,181.618286,276046600
2015-09-18,195.710007,198.679993,194.960007,195.449997,178.650421,223657500
2015-09-21,196.440002,197.679993,195.210007,196.460007,179.573624,105726200
2015-09-22,193.880005,194.460007,192.559998,193.910004,177.242783,153890900
2015-09-23,194.110001,194.669998,192.910004,193.600006,176.959396,92790600
2015-09-24,192.149994,193.449997,190.559998,192.899994,176.319534,159378800
2015-09-25,194.639999,195.000000,191.809998,192.850006,176.273895,155054800
2015-09-28,191.779999,191.910004,187.639999,188.009995,171.849884,178515900
2015-09-29,188.270004,189.740005,186.929993,188.119995,171.950424,159045600
2015-09-30,190.369995,191.830002,189.440002,191.630005,175.158752,163452000
2015-10-01,192.080002,192.490005,189.820007,192.130005,175.615799,131079000
2015-10-02,189.770004,195.029999,189.119995,195.000000,178.239105,211003300
2015-10-05,196.460007,198.740005,196.330002,198.470001,181.410843,126320800
2015-10-06,198.309998,198.979996,197.000000,197.789993,180.789322,110274500
2015-10-07,198.899994,199.830002,197.479996,199.410004,182.270020,124307300
2015-10-08,198.949997,201.550003,198.589996,201.210007,183.915329,153055200
2015-10-09,201.380005,201.899994,200.580002,201.330002,184.024979,107069200
2015-10-12,201.419998,201.759995,200.910004,201.520004,184.198654,56395600
2015-10-13,200.649994,202.160004,200.050003,200.250000,183.037857,88038700
2015-10-14,200.179993,200.869995,198.940002,199.289993,182.160339,99106200
2015-10-15,200.080002,202.360001,199.639999,202.350006,184.957306,134142200
2015-10-16,202.830002,203.289993,201.919998,203.270004,185.798248,114580100
2015-10-19,202.500000,203.369995,202.130005,203.369995,185.889664,76523900
2015-10-20,202.850006,203.839996,202.550003,203.110001,185.652023,78448500
2015-10-21,203.610001,203.789993,201.649994,201.850006,184.500290,102038000
2015-10-22,202.979996,205.509995,201.850006,205.259995,187.617218,174911700
2015-10-23,207.250000,207.949997,206.300003,207.509995,189.673782,144442300
2015-10-26,207.300003,207.369995,206.559998,207.000000,189.207657,69033000
2015-10-27,206.199997,207.000000,205.789993,206.600006,188.842026,77905800
2015-10-28,207.000000,208.979996,206.210007,208.949997,190.990036,135906700
2015-10-29,208.350006,209.270004,208.210007,208.830002,190.880341,90525500
2015-10-30,209.059998,209.440002,207.740005,207.929993,190.057693,131076900
2015-11-02,208.320007,210.619995,208.169998,210.389999,192.306290,86270800
2015-11-03,209.970001,211.660004,209.699997,211.000000,192.863815,95246100
2015-11-04,211.350006,211.500000,209.720001,210.360001,192.278839,96224500
2015-11-05,210.429993,210.979996,209.089996,210.149994,192.086884,78408700
2015-11-06,209.740005,210.320007,208.460007,210.039993,191.986328,110471500
2015-11-09,209.309998,209.490005,206.949997,208.080002,190.194794,131008700
2015-11-10,207.509995,208.600006,207.190002,208.559998,190.633560,75874600
2015-11-11,208.880005,208.940002,207.660004,207.740005,189.884064,67846000
2015-11-12,206.500000,207.059998,204.820007,204.839996,187.233276,121315200
2015-11-13,204.350006,204.669998,202.440002,202.539993,185.130981,153577100
2015-11-16,202.320007,205.690002,202.179993,205.619995,187.946259,117645200
2015-11-17,205.990005,207.039993,204.880005,205.470001,187.809143,121123700
2015-11-18,206.039993,208.899994,205.990005,208.729996,190.788925,121342500
2015-11-19,208.589996,209.050003,208.199997,208.550003,190.624420,88220500
2015-11-20,209.449997,210.119995,208.860001,209.309998,191.319077,94011500
2015-11-23,209.380005,209.979996,208.520004,209.070007,191.099731,64931200
2015-11-24,207.869995,209.830002,207.410004,209.350006,191.355621,98874400
2015-11-25,209.500000,209.740005,209.009995,209.320007,191.328247,51980100
2015-11-27,209.429993,209.800003,208.860001,209.559998,191.547592,37317800
2015-11-30,209.750000,209.889999,208.559998,208.690002,190.752350,112822700
2015-12-01,209.440002,210.820007,209.110001,210.679993,192.571335,97858400
2015-12-02,210.619995,211.000000,208.229996,208.529999,190.606125,108441300
2015-12-03,208.830002,209.149994,204.750000,205.610001,187.937119,166224200
2015-12-04,205.610001,209.970001,205.610001,209.619995,191.602432,192913900
2015-12-07,209.229996,209.729996,207.199997,208.350006,190.441605,102027100
2015-12-08,206.490005,208.289993,205.779999,206.949997,189.161926,103372400
2015-12-09,206.190002,208.679993,204.179993,205.339996,187.690308,162401500
2015-12-10,205.419998,207.429993,205.139999,205.869995,188.174759,116128900
2015-12-11,203.350006,204.139999,201.509995,201.880005,184.527725,211173300
2015-12-14,202.070007,203.050003,199.949997,202.899994,185.460037,182385200
2015-12-15,204.699997,206.110001,202.869995,205.029999,187.407013,154069600
2015-12-16,206.369995,208.389999,204.800003,208.029999,190.149139,197017000
2015-12-17,208.399994,208.479996,204.839996,204.860001,187.251572,173092500
2015-12-18,202.770004,202.929993,199.830002,200.020004,183.915710,251393500
2015-12-21,201.410004,201.880005,200.089996,201.669998,185.432816,99094300
2015-12-22,202.720001,203.850006,201.550003,203.500000,187.115524,111026200
2015-12-23,204.690002,206.070007,204.580002,206.020004,189.432602,110987200
2015-12-24,205.720001,206.330002,205.419998,205.679993,189.119980,48539600
2015-12-28,204.860001,205.259995,203.940002,205.210007,188.687820,65899900
2015-12-29,206.509995,207.789993,206.470001,207.399994,190.701492,92640700
2015-12-30,207.110001,207.210007,205.759995,205.929993,189.349838,63317700
2015-12-31,205.130005,205.889999,203.869995,203.869995,187.455719,114877900
2016-01-04,200.490005,201.029999,198.589996,201.020004,184.835175,222353500
2016-01-05,201.399994,201.899994,200.050003,201.360001,185.147781,110845800
2016-01-06,198.339996,200.059998,197.600006,198.820007,182.812286,152112600
2016-01-07,195.330002,197.440002,193.589996,194.050003,178.426331,213436100
2016-01-08,195.190002,195.850006,191.580002,191.919998,176.467850,209817200
2016-01-11,193.009995,193.410004,189.820007,192.110001,176.642532,187941300
2016-01-12,193.820007,194.550003,191.139999,193.660004,178.067764,172330500
2016-01-13,194.449997,194.860001,188.380005,188.830002,173.626617,221168900
2016-01-14,189.550003,193.259995,187.660004,191.929993,176.477020,240795600
2016-01-15,186.770004,188.759995,185.520004,187.809998,172.688751,324846400
2016-01-19,189.960007,190.110001,186.199997,188.059998,172.918640,195244400
2016-01-20,185.029999,187.500000,181.020004,185.649994,170.702667,286547800
2016-01-21,186.210007,188.869995,184.639999,186.690002,171.658951,195772900
2016-01-22,189.779999,190.759995,188.880005,190.520004,175.180557,168319600
2016-01-25,189.919998,190.149994,187.410004,187.639999,172.532410,130371700
2016-01-26,188.419998,190.529999,188.020004,190.199997,174.886322,141036800
2016-01-27,189.580002,191.559998,187.059998,188.130005,172.982971,185681700
2016-01-28,189.960007,190.199997,187.160004,189.110001,173.884079,143798800
2016-01-29,190.020004,193.880005,189.880005,193.720001,178.122925,210529300
2016-02-01,192.529999,194.580002,191.839996,193.649994,178.058563,136061600
2016-02-02,191.960007,191.970001,189.539993,190.160004,174.849518,182564900
2016-02-03,191.410004,191.779999,187.100006,191.300003,175.897781,205054900
2016-02-04,190.710007,192.750000,189.960007,191.600006,176.173599,139531800
2016-02-05,190.990005,191.669998,187.199997,187.949997,172.817490,180788300
2016-02-08,185.770004,186.119995,182.800003,185.419998,170.491180,191526700
2016-02-09,183.360001,186.940002,183.199997,185.429993,170.500397,184513100
2016-02-10,186.410004,188.339996,185.119995,185.270004,170.353256,148214100
2016-02-11,182.339996,184.100006,181.089996,182.860001,168.137314,219058900
2016-02-12,184.960007,186.649994,183.960007,186.630005,171.603775,127632400
2016-02-16,188.770004,189.809998,187.630005,189.779999,174.500122,120250700
2016-02-17,191.160004,193.320007,191.009995,192.880005,177.350540,136009500
2016-02-18,193.199997,193.270004,191.720001,192.089996,176.624146,102343000
2016-02-19,191.169998,192.179993,190.449997,192.000000,176.541397,114793000
2016-02-22,193.869995,194.949997,193.789993,194.779999,179.097595,103640300
2016-02-23,194.000000,194.320007,192.179993,192.320007,176.835663,111455300
2016-02-24,190.630005,193.529999,189.320007,193.199997,177.644791,150812200
2016-02-25,193.729996,195.550003,192.830002,195.539993,179.796402,110728300
2016-02-26,196.570007,196.679993,194.899994,195.089996,179.382599,129833700
2016-02-29,195.110001,196.229996,193.330002,193.559998,177.975800,125918100
2016-03-01,195.009995,198.210007,194.449997,198.110001,182.159454,141799700
2016-03-02,197.740005,199.059998,197.250000,199.000000,182.977829,102415000
2016-03-03,198.789993,199.800003,198.110001,199.779999,183.695023,95172200
2016-03-04,200.009995,201.350006,199.029999,200.429993,184.292694,129293600
2016-03-07,199.339996,201.070007,199.250000,200.589996,184.439819,100219000
2016-03-08,199.320007,199.919998,198.210007,198.399994,182.426147,123974900
2016-03-09,199.360001,199.789993,198.429993,199.380005,183.327209,94801200
2016-03-10,199.960007,201.070007,197.380005,199.539993,183.474319,156838700
2016-03-11,201.259995,202.809998,199.520004,202.759995,186.435089,137964500
2016-03-14,202.160004,203.039993,201.770004,202.500000,186.196030,73612000
2016-03-15,201.360001,202.529999,201.050003,202.169998,185.892593,93169100
2016-03-16,201.600006,203.820007,201.550003,203.339996,186.968353,129303200
2016-03-17,203.240005,205.229996,202.770004,204.630005,188.154526,134278500
2016-03-18,204.169998,204.779999,203.800003,204.380005,188.893906,138372400
2016-03-21,204.070007,204.940002,203.800003,204.669998,189.161911,72926700
2016-03-22,203.759995,205.229996,203.570007,204.559998,189.060226,97471900
2016-03-23,204.110001,204.330002,203.009995,203.210007,187.812531,81052500
2016-03-24,202.000000,203.160004,201.740005,203.119995,187.729385,84360900
2016-03-28,203.610001,203.860001,202.710007,203.240005,187.840271,62408200
2016-03-29,202.759995,205.250000,202.399994,205.119995,189.577805,92922900
2016-03-30,206.300003,206.869995,205.589996,206.020004,190.409622,86365300
2016-03-31,205.910004,206.410004,205.330002,205.520004,189.947510,94584100
2016-04-01,204.350006,207.139999,203.979996,206.919998,191.241440,114423500
2016-04-04,206.830002,207.070007,205.889999,206.250000,190.622208,63497000
2016-04-05,204.669998,206.259995,203.889999,204.190002,188.718277,99662200
2016-04-06,204.190002,206.490005,203.979996,206.419998,190.779312,91839800
2016-04-07,205.139999,205.559998,203.089996,203.949997,188.496506,113859000
2016-04-08,205.339996,205.850006,203.869995,204.500000,189.004791,95040600
2016-04-11,205.250000,206.070007,203.910004,204.020004,188.561172,83757500
2016-04-12,204.220001,206.250000,203.699997,205.919998,190.317200,115350600
2016-04-13,207.000000,208.100006,206.839996,208.000000,192.239639,96336400
2016-04-14,208.070007,208.600006,207.600006,208.009995,192.248856,65212900
2016-04-15,208.009995,208.169998,207.399994,207.779999,192.036240,75761600
2016-04-18,207.779999,209.279999,207.000000,209.240005,193.385651,82531000
2016-04-19,209.740005,210.199997,208.940002,209.899994,193.995651,88316100
2016-04-20,209.949997,210.919998,209.389999,210.100006,194.180496,81100300
2016-04-21,210.119995,210.250000,208.649994,208.970001,193.136108,85695000
2016-04-22,208.550003,209.289993,207.910004,208.970001,193.136108,99251700
2016-04-25,208.259995,208.660004,207.539993,208.610001,192.803375,66166500
2016-04-26,209.039993,209.520004,208.360001,208.919998,193.089905,75864200
2016-04-27,208.470001,209.809998,208.050003,209.350006,193.487305,77329400
2016-04-28,208.460007,209.759995,206.960007,207.449997,191.731232,97216200
2016-04-29,206.720001,207.130005,205.029999,206.330002,190.696152,142424100
2016-05-02,206.919998,208.179993,206.410004,207.970001,192.211884,62188000
2016-05-03,206.520004,206.800003,205.279999,206.160004,190.539017,106422100
2016-05-04,204.990005,205.850006,204.419998,205.009995,189.476181,92243800
2016-05-05,205.559998,205.979996,204.470001,204.970001,189.439209,67619200
2016-05-06,204.059998,205.770004,203.880005,205.720001,190.132370,89315000
2016-05-09,205.570007,206.399994,205.360001,205.889999,190.289505,74374900
2016-05-10,206.720001,208.470001,206.639999,208.449997,192.655502,77472200
2016-05-11,207.910004,208.539993,206.500000,206.500000,190.853241,81727000
2016-05-12,207.289993,207.490005,205.369995,206.559998,190.908691,89586300
2016-05-13,206.210007,206.860001,204.380005,204.759995,189.245087,96474600
2016-05-16,204.960007,207.339996,204.889999,206.779999,191.112045,77486800
2016-05-17,206.460007,206.800003,204.229996,204.850006,189.328308,114924900
2016-05-18,204.440002,206.300003,203.630005,204.910004,189.383728,120062100
2016-05-19,204.059998,204.539993,202.779999,204.199997,188.727509,115430500
2016-05-20,204.919998,206.100006,204.860001,205.490005,189.919800,104990400
2016-05-23,205.509995,205.839996,204.990005,205.210007,189.661026,58682600
2016-05-24,206.169998,208.240005,206.139999,207.869995,192.119461,93537800
2016-05-25,208.669998,209.770004,207.869995,209.279999,193.422607,76621400
2016-05-26,209.440002,209.710007,208.970001,209.339996,193.478058,55280700
2016-05-27,209.529999,210.250000,209.470001,210.240005,194.309891,64211200
2016-05-31,210.559998,210.690002,209.179993,209.839996,193.940231,109879400
2016-06-01,209.119995,210.479996,208.889999,210.270004,194.337631,69936200
2016-06-02,209.800003,210.929993,209.240005,210.910004,194.929138,63044700
2016-06-03,210.250000,210.690002,208.860001,210.279999,194.346832,101757100
2016-06-06,210.699997,211.770004,210.509995,211.350006,195.335800,64887000
2016-06-07,211.529999,212.339996,211.500000,211.679993,195.640747,60974800
2016-06-08,211.839996,212.520004,211.690002,212.369995,196.278503,66170900
2016-06-09,211.509995,212.220001,211.190002,212.080002,196.010452,73786900
2016-06-10,210.460007,210.860001,209.429993,210.070007,194.152771,113829200
2016-06-13,209.360001,210.369995,208.350006,208.449997,192.655502,117751200
2016-06-14,208.000000,208.740005,206.919998,208.039993,192.276550,125059300
2016-06-15,208.039993,209.360001,207.529999,207.750000,192.008530,109124500
2016-06-16,207.750000,208.570007,205.589996,208.369995,192.581558,149533100
2016-06-17,207.169998,207.199997,205.750000,206.520004,191.864365,117055700
2016-06-20,208.820007,209.610001,207.750000,207.850006,193.099930,82789600
2016-06-21,208.300003,208.919998,207.779999,208.440002,193.648132,72461700
2016-06-22,208.649994,209.500000,207.929993,208.100006,193.332230,95560500
2016-06-23,209.809998,210.869995,209.270004,210.809998,195.849930,102731400
2016-06-24,203.630005,210.850006,202.720001,203.240005,188.817093,333444400
2016-06-27,201.589996,201.600006,198.649994,199.600006,185.435425,230775800
2016-06-28,201.479996,203.229996,201.119995,203.199997,188.779968,159382400
2016-06-29,204.839996,206.929993,204.720001,206.660004,191.994431,137328600
2016-06-30,207.210007,209.539993,206.559998,209.479996,194.614304,165021900
2016-07-01,209.479996,210.490005,209.289993,209.919998,195.023087,106055300
2016-07-05,208.949997,209.080002,207.710007,208.410004,193.620224,109803700
2016-07-06,207.830002,209.800003,207.059998,209.660004,194.781509,96021500
2016-07-07,209.869995,210.649994,208.630005,209.529999,194.660767,85593800
2016-07-08,211.050003,212.940002,210.779999,212.649994,197.559341,133971000
2016-07-11,213.190002,214.070007,212.949997,213.399994,198.256134,73633900
2016-07-12,214.529999,215.300003,213.429993,214.949997,199.696121,101275600
2016-07-13,215.440002,215.449997,214.350006,214.919998,199.668243,87324100
2016-07-14,216.399994,216.669998,215.660004,216.119995,200.783112,91230900
2016-07-15,216.779999,217.009995,215.309998,215.830002,200.513687,107155400
2016-07-18,215.970001,216.600006,215.669998,216.410004,201.052505,58725900
2016-07-19,215.919998,216.229996,215.630005,216.190002,200.848099,54345700
2016-07-20,216.190002,217.369995,216.190002,217.089996,201.684250,58159500
2016-07-21,216.960007,217.220001,215.750000,216.270004,200.922470,67777300
2016-07-22,216.410004,217.300003,216.100006,217.240005,201.823639,62787500
2016-07-25,217.000000,217.059998,215.970001,216.649994,201.275482,55873100
2016-07-26,216.529999,217.169998,215.759995,216.750000,201.368347,70080500
2016-07-27,217.190002,217.270004,215.619995,216.520004,201.154709,84083900
2016-07-28,216.289993,217.110001,215.750000,216.770004,201.386963,65035700
2016-07-29,216.460007,217.539993,216.130005,217.119995,201.712112,79519400
2016-08-01,217.190002,217.649994,216.410004,216.940002,201.544922,73311400
2016-08-02,216.649994,216.830002,214.570007,215.550003,200.253510,92295500
2016-08-03,215.479996,216.250000,215.130005,216.179993,200.838837,53993600
2016-08-04,216.309998,216.779999,214.250000,216.410004,201.052505,46585500
2016-08-05,216.410004,218.229996,216.410004,218.179993,202.696899,71892200
2016-08-08,218.399994,218.520004,217.740005,218.050003,202.576111,39906500
2016-08-09,218.130005,218.759995,217.800003,218.179993,202.696899,51251700
2016-08-10,218.309998,218.399994,217.229996,217.639999,202.195236,57941100
2016-08-11,218.259995,218.940002,217.949997,218.649994,203.133560,72504300
2016-08-12,218.289993,218.710007,217.990005,218.460007,202.957031,61313500
2016-08-15,218.889999,219.500000,218.880005,219.089996,203.542328,49813500
2016-08-16,218.600006,218.679993,217.960007,217.960007,202.492538,53213600
2016-08-17,218.000000,218.529999,217.020004,218.369995,202.873413,75134300
2016-08-18,218.339996,218.899994,218.210007,218.860001,203.328659,52989300
2016-08-19,218.309998,218.750000,217.740005,218.539993,203.031342,75443000
2016-08-22,218.259995,218.800003,217.830002,218.529999,203.022064,61368800
2016-08-23,219.250000,219.600006,218.899994,218.970001,203.430847,53399200
2016-08-24,218.800003,218.910004,217.360001,217.850006,202.390350,71728900
2016-08-25,217.399994,218.190002,217.220001,217.699997,202.250961,69224800
2016-08-26,217.919998,219.119995,216.250000,217.289993,201.870071,122506300
2016-08-29,217.440002,218.669998,217.399994,218.360001,202.864105,70502200
2016-08-30,218.259995,218.589996,217.350006,218.000000,202.529678,58114500
2016-08-31,217.610001,217.750000,216.470001,217.380005,201.953690,85269500
2016-09-01,217.369995,217.729996,216.029999,217.389999,201.962982,97844200
2016-09-02,218.389999,218.869995,217.699997,218.369995,202.873413,79293900
2016-09-06,218.699997,219.119995,217.860001,219.029999,203.486588,56702100
2016-09-07,218.839996,219.220001,218.300003,219.009995,203.468002,76554900
2016-09-08,218.619995,218.940002,218.149994,218.509995,203.003494,74102900
2016-09-09,216.970001,217.029999,213.250000,213.279999,198.144638,221589100
2016-09-12,212.389999,216.809998,212.309998,216.339996,200.987488,168110900
2016-09-13,214.839996,215.149994,212.500000,213.229996,198.098160,182828800
2016-09-14,213.289993,214.699997,212.500000,213.149994,198.023834,134185500
2016-09-15,212.960007,215.729996,212.750000,215.279999,200.002716,134427900
2016-09-16,213.479996,213.690002,212.570007,213.369995,199.229568,155236400
2016-09-19,214.130005,214.880005,213.029999,213.410004,199.266891,80250500
2016-09-20,214.410004,214.589996,213.380005,213.419998,199.276260,69665300
2016-09-21,214.240005,216.029999,213.440002,215.820007,201.517212,110284400
2016-09-22,217.000000,217.529999,216.710007,217.179993,202.787064,76678700
2016-09-23,216.720001,216.880005,215.880005,215.990005,201.675934,73630900
2016-09-26,215.020004,215.229996,214.009995,214.240005,200.041931,89827300
2016-09-27,214.050003,215.679993,213.619995,215.570007,201.283798,78494800
2016-09-28,215.830002,216.820007,214.710007,216.639999,202.282867,87411000
2016-09-29,216.399994,216.869995,214.039993,214.679993,200.452789,128070600
2016-09-30,215.649994,217.119995,215.360001,216.300003,201.965393,117202900
2016-10-03,215.820007,216.039993,215.039993,215.779999,201.479828,83512100
2016-10-04,215.910004,216.169998,213.990005,214.679993,200.452789,119948100
2016-10-05,215.410004,216.130005,215.330002,215.630005,201.339813,72816000
2016-10-06,215.369995,216.039993,214.740005,215.779999,201.479828,62927400
2016-10-07,216.100006,216.300003,214.190002,215.039993,200.788910,89788300
2016-10-10,216.160004,216.699997,215.990005,216.160004,201.834702,51855000
2016-10-11,215.660004,215.740005,212.580002,213.429993,199.285583,130367400
2016-10-12,213.589996,214.320007,213.009995,213.710007,199.547043,73866100
2016-10-13,212.160004,213.589996,211.210007,213.009995,198.893433,101357000
2016-10-14,214.149994,214.690002,213.029999,213.119995,198.996170,93346200
2016-10-17,213.089996,213.389999,212.169998,212.380005,198.305176,58275700
2016-10-18,214.240005,214.309998,213.270004,213.710007,199.547043,76869700
2016-10-19,214.020004,214.639999,213.600006,214.279999,200.079285,66519200
2016-10-20,213.869995,214.529999,213.110001,213.880005,199.705765,73639800
2016-10-21,213.880005,214.080002,212.759995,213.979996,199.799149,89089100
2016-10-24,215.000000,215.320007,214.479996,214.889999,200.648819,60146600
2016-10-25,214.679993,214.979996,213.979996,214.169998,199.976563,66542300
2016-10-26,213.210007,214.419998,212.929993,213.740005,199.575058,75705500
2016-10-27,214.580002,214.619995,213.080002,213.169998,199.042862,77220200
2016-10-28,213.139999,213.929993,211.710007,212.539993,198.454559,140623200
2016-10-31,212.929993,213.190002,212.360001,212.550003,198.463913,61272500
2016-11-01,212.929993,212.990005,209.600006,211.009995,197.025970,122781800
2016-11-02,210.649994,211.100006,209.229996,209.740005,195.840149,103330800
2016-11-03,209.990005,210.240005,208.460007,208.779999,194.943741,88939300
